source,created_time,text,url,likes,shares,comments
5 dias,2016-05-13T13:34:45+0000,Los alemanes quedaron encantados con el asado - Diario 5dias http://www.5dias.com.py/46466-los-alemanes-quedaron-encantados-con-el-asadoEl día de ayer se realizó en Alemania la “Degustación de la Carne Paraguaya”. La misma fue ofrecida por la Embajada del Paraguay en dicho país.,www.facebook.com/182736288436188_1104027836307024,126,35,0
5 dias,2016-05-13T13:21:42+0000,"Desirée acusó al ministro Peña de mentir sobre el informe del FMI - Diario 5diasLa senadora Desirée Masi criticó las afirmaciones de Santiago Peña sobre el buen resultado de la política de atraer inversión al país, durante la sesión ordinaria de la Cámara Alta, el día de ayer.",www.facebook.com/182736288436188_1104022562974218,1,3,1
5 dias,2016-05-13T13:21:02+0000,"Postergan nuevamente la reforma de la carta orgánica del BNF - Diario 5diasPor falta de dictamen, los senadores resolvieron postergar el estudio del Proyecto de Ley ‘‘De reforma de la Carta Orgánica del Banco Nacional de Fomento’’, remitido por el Poder Ejecutivo en fecha 26 de noviembre de 2015.",www.facebook.com/182736288436188_1104022356307572,0,5,0
5 dias,2016-05-13T13:20:50+0000,"Senadores aprueban una ampliación para el MAG - Diario 5diasCon modificaciones, el Senado dio media sanción al proyecto que contempla la ampliación dentro de la Administración Central (Ministerio de Agricultura y Ganadería) que asciende a la suma de G. 4.088.842.240, destinada a fortalecer la competitividad del sector pecuario de aves, cerdos y leche bovina....",www.facebook.com/182736288436188_1104022296307578,1,0,1
5 dias,2016-05-13T13:20:31+0000,"Senadores postergan propuesta de exonerar el IVA a cooperativas - Diario 5diasEl pleno de la Cámara Alta resolvió postergar por 15 días el tratamiento del proyecto que busca modificar varios artículos de la ley de cooperativas. La moción fue del Senador Carlos Núñez, de manera a darle un mejor estudio.",www.facebook.com/182736288436188_1104022169640924,0,1,0
5 dias,2016-05-13T13:20:15+0000,"Diputados aprobaron el voto censura a Peralta - Diario 5diasEn la sesión ordinaria del día de ayer en la Cámara de Diputados, se emitió el voto de censura para Humberto Peralta, titular de la secretaría de la Función Pública (SFP). Se obtuvo un total de 55 votos a favor; siete votos en contra; una abstención; mientras que nueve legisladores no registraron el...",www.facebook.com/182736288436188_1104022102974264,0,0,0
5 dias,2016-05-13T12:48:04+0000,"Monalisa llega a Asunción con las marcas más sofisticadas del mundo - Diario 5dias http://www.5dias.com.py/46458-monalisa-llega-a-asuncion-con-las-marcas-mas-sofisticadas-del-mundoEl Diario con la mejor información económica, para lectores influyentes #Paraguay",www.facebook.com/182736288436188_1104000876309720,84,12,0
5 dias,2016-05-13T12:47:11+0000,"Paraguayos gastan 46 millones de guaraníes al día en kétchup - Diario 5dias http://www.5dias.com.py/46457-paraguayos-gastan-46-millones-de-guaranies-al-dia-en-ketchupUno de los aderezos bastante requeridos a la hora de acompañar varios platos es el kétchup, dicho condimento llegó a mover US$ 3 millones en lo que fue el 2015 según un estudio he¬cho por la consultora CCR, lo que por día significa en guaraníes 46 millones.",www.facebook.com/182736288436188_1103998839643257,7,3,1
5 dias,2016-05-13T12:35:04+0000,"Los pagos con tarjetas de crédito en tiendas se precipitaron 65% - Diario 5dias Los pagos con tarjetas de crédito en tiendas se precipitaron 65% http://www.5dias.com.py/46441-los-pagos-con-tarjetas-de-credito-en-tiendas-se-precipitaron-65Según datos proporcionados por Bancard, al comparar el semestre comprendido entre octubre-marzo del 2015-2016, contra octubre-marzo del 2014-2015 se puede observar una caída de las ventas/ingresos de ciertos comercios por un total de G. 384 mil millones, aproximadamente unos US$ 67.9 millones.",www.facebook.com/182736288436188_1103993639643777,7,7,3
5 dias,2016-05-13T12:34:07+0000,"COACHING EMPRESARIAL Y ORGANIZACIONAL - Diario 5dias DISCUTIR…¿ES POSITIVO O NEGATIVO EN LAS RELACIONES?Demasiadas veces el vocablo “discutir” se asocia con peleas, riñas y conflictos, y obviamente en éste contexto la discusión corre el riesgo de convertirse en factor que aleje y/o quiebre relaciones.",www.facebook.com/182736288436188_1103993359643805,4,5,1
